COUNTRY_REGION|STATE|DATE|CONFIRMED_HM|DEATHS_HM|RECOVERED_HM|ACTIVE_HM|DELTA_CONFIRMED_HM|DELTA_DEATHS_HM|DELTA_RECOVERED_HM|DELTA_ACTIVE_HM|UCI_HM|DELTA_UCI_HM|TESTS_HM|DELTA_TESTS_HM|LAST_UPDATE
Mexico|COLIMA|2020-05-22|91.0|12.0|40.0|39.0|||||||||2020-06-04
Mexico|DURANGO|2020-05-22|194.0|23.0|125.0|46.0|||||||||2020-06-04
Mexico|ZACATECAS|2020-05-22|213.0|27.0|140.0|46.0|||||||||2020-06-04
Mexico|CAMPECHE|2020-05-22|354.0|50.0|210.0|94.0|||||||||2020-06-04
Mexico|NAYARIT|2020-05-22|362.0|38.0|212.0|112.0|||||||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-05-22|502.0|29.0|406.0|67.0|||||||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-05-22|558.0|25.0|339.0|194.0|||||||||2020-06-04
Mexico|AGUASCALIENTES|2020-05-22|586.0|21.0|402.0|163.0|||||||||2020-06-04
Mexico|QUERETARO|2020-05-22|592.0|61.0|247.0|284.0|||||||||2020-06-04
Mexico|TLAXCALA|2020-05-22|677.0|117.0|363.0|197.0|||||||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-05-22|772.0|62.0|578.0|132.0|||||||||2020-06-04
Mexico|OAXACA|2020-05-22|808.0|89.0|360.0|359.0|||||||||2020-06-04
Mexico|CHIAPAS|2020-05-22|895.0|64.0|441.0|390.0|||||||||2020-06-04
Mexico|GUANAJUATO|2020-05-22|897.0|84.0|517.0|296.0|||||||||2020-06-04
Mexico|GUERRERO|2020-05-22|984.0|147.0|599.0|238.0|||||||||2020-06-04
Mexico|JALISCO|2020-05-22|1028.0|96.0|620.0|312.0|||||||||2020-06-04
Mexico|NUEVO LEON|2020-05-22|1036.0|58.0|645.0|333.0|||||||||2020-06-04
Mexico|CHIHUAHUA|2020-05-22|1093.0|224.0|746.0|123.0|||||||||2020-06-04
Mexico|HIDALGO|2020-05-22|1097.0|193.0|510.0|394.0|||||||||2020-06-04
Mexico|TAMAULIPAS|2020-05-22|1105.0|76.0|791.0|238.0|||||||||2020-06-04
Mexico|SONORA|2020-05-22|1124.0|53.0|774.0|297.0|||||||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-05-22|1163.0|107.0|703.0|353.0|||||||||2020-06-04
Mexico|MORELOS|2020-05-22|1164.0|210.0|704.0|250.0|||||||||2020-06-04
Mexico|YUCATAN|2020-05-22|1323.0|100.0|835.0|388.0|||||||||2020-06-04
Mexico|QUINTANA ROO|2020-05-22|1450.0|280.0|949.0|221.0|||||||||2020-06-04
Mexico|PUEBLA|2020-05-22|1803.0|244.0|1096.0|463.0|||||||||2020-06-04
Mexico|SINALOA|2020-05-22|2243.0|354.0|1525.0|364.0|||||||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-05-22|2430.0|292.0|1548.0|590.0|||||||||2020-06-04
Mexico|TABASCO|2020-05-22|2824.0|361.0|1796.0|667.0|||||||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-05-22|3780.0|637.0|2603.0|540.0|||||||||2020-06-04
Mexico|MEXICO|2020-05-22|9661.0|622.0|7663.0|1376.0|||||||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-05-22|16758.0|1754.0|11665.0|3339.0|||||||||2020-06-04
Mexico|TOTAL|2020-05-22|59567.0|6510.0|40152.0|12905.0|||||||||2020-06-04
Mexico|COLIMA|2020-05-23|97.0|14.0|44.0|39.0|6.0|2.0|4.0|0.0|||||2020-06-04
Mexico|DURANGO|2020-05-23|211.0|26.0|132.0|53.0|17.0|3.0|7.0|7.0|||||2020-06-04
Mexico|ZACATECAS|2020-05-23|223.0|27.0|146.0|50.0|10.0|0.0|6.0|4.0|||||2020-06-04
Mexico|CAMPECHE|2020-05-23|378.0|50.0|228.0|100.0|24.0|0.0|18.0|6.0|||||2020-06-04
Mexico|NAYARIT|2020-05-23|381.0|40.0|223.0|118.0|19.0|2.0|11.0|6.0|||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-05-23|504.0|31.0|412.0|61.0|2.0|2.0|6.0|-6.0|||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-05-23|595.0|26.0|371.0|198.0|37.0|1.0|32.0|4.0|||||2020-06-04
Mexico|AGUASCALIENTES|2020-05-23|609.0|25.0|405.0|179.0|23.0|4.0|3.0|16.0|||||2020-06-04
Mexico|QUERETARO|2020-05-23|633.0|69.0|273.0|291.0|41.0|8.0|26.0|7.0|||||2020-06-04
Mexico|TLAXCALA|2020-05-23|691.0|119.0|393.0|179.0|14.0|2.0|30.0|-18.0|||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-05-23|813.0|64.0|598.0|151.0|41.0|2.0|20.0|19.0|||||2020-06-04
Mexico|OAXACA|2020-05-23|902.0|93.0|404.0|405.0|94.0|4.0|44.0|46.0|||||2020-06-04
Mexico|GUANAJUATO|2020-05-23|948.0|85.0|556.0|307.0|51.0|1.0|39.0|11.0|||||2020-06-04
Mexico|CHIAPAS|2020-05-23|971.0|67.0|485.0|419.0|76.0|3.0|44.0|29.0|||||2020-06-04
Mexico|GUERRERO|2020-05-23|1020.0|154.0|638.0|228.0|36.0|7.0|39.0|-10.0|||||2020-06-04
Mexico|NUEVO LEON|2020-05-23|1089.0|62.0|688.0|339.0|53.0|4.0|43.0|6.0|||||2020-06-04
Mexico|JALISCO|2020-05-23|1095.0|102.0|637.0|356.0|67.0|6.0|17.0|44.0|||||2020-06-04
Mexico|CHIHUAHUA|2020-05-23|1121.0|245.0|760.0|116.0|28.0|21.0|14.0|-7.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-05-23|1126.0|80.0|807.0|239.0|21.0|4.0|16.0|1.0|||||2020-06-04
Mexico|MORELOS|2020-05-23|1134.0|228.0|686.0|220.0|-30.0|18.0|-18.0|-30.0|||||2020-06-04
Mexico|HIDALGO|2020-05-23|1136.0|201.0|550.0|385.0|39.0|8.0|40.0|-9.0|||||2020-06-04
Mexico|SONORA|2020-05-23|1194.0|56.0|825.0|313.0|70.0|3.0|51.0|16.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-05-23|1249.0|110.0|763.0|376.0|86.0|3.0|60.0|23.0|||||2020-06-04
Mexico|YUCATAN|2020-05-23|1365.0|109.0|872.0|384.0|42.0|9.0|37.0|-4.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-05-23|1530.0|283.0|1027.0|220.0|80.0|3.0|78.0|-1.0|||||2020-06-04
Mexico|PUEBLA|2020-05-23|1859.0|244.0|1141.0|474.0|56.0|0.0|45.0|11.0|||||2020-06-04
Mexico|SINALOA|2020-05-23|2328.0|366.0|1584.0|378.0|85.0|12.0|59.0|14.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-05-23|2601.0|331.0|1638.0|632.0|171.0|39.0|90.0|42.0|||||2020-06-04
Mexico|TABASCO|2020-05-23|2930.0|371.0|1909.0|650.0|106.0|10.0|113.0|-17.0|||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-05-23|3944.0|648.0|2741.0|555.0|164.0|11.0|138.0|15.0|||||2020-06-04
Mexico|MEXICO|2020-05-23|10160.0|809.0|7914.0|1437.0|499.0|187.0|251.0|61.0|||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-05-23|17690.0|1854.0|12341.0|3495.0|932.0|100.0|676.0|156.0|||||2020-06-04
Mexico|TOTAL|2020-05-23|62527.0|6989.0|42191.0|13347.0|2960.0|479.0|2039.0|442.0|||||2020-06-04
Mexico|COLIMA|2020-05-24|100.0|14.0|47.0|39.0|3.0|0.0|3.0|0.0|||||2020-06-04
Mexico|DURANGO|2020-05-24|217.0|26.0|139.0|52.0|6.0|0.0|7.0|-1.0|||||2020-06-04
Mexico|ZACATECAS|2020-05-24|230.0|27.0|148.0|55.0|7.0|0.0|2.0|5.0|||||2020-06-04
Mexico|NAYARIT|2020-05-24|404.0|41.0|239.0|124.0|23.0|1.0|16.0|6.0|||||2020-06-04
Mexico|CAMPECHE|2020-05-24|406.0|54.0|240.0|112.0|28.0|4.0|12.0|12.0|||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-05-24|521.0|31.0|416.0|74.0|17.0|0.0|4.0|13.0|||||2020-06-04
Mexico|AGUASCALIENTES|2020-05-24|614.0|26.0|412.0|176.0|5.0|1.0|7.0|-3.0|||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-05-24|640.0|26.0|399.0|215.0|45.0|0.0|28.0|17.0|||||2020-06-04
Mexico|QUERETARO|2020-05-24|669.0|69.0|298.0|302.0|36.0|0.0|25.0|11.0|||||2020-06-04
Mexico|TLAXCALA|2020-05-24|749.0|121.0|413.0|215.0|58.0|2.0|20.0|36.0|||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-05-24|816.0|64.0|617.0|135.0|3.0|0.0|19.0|-16.0|||||2020-06-04
Mexico|OAXACA|2020-05-24|964.0|93.0|437.0|434.0|62.0|0.0|33.0|29.0|||||2020-06-04
Mexico|GUANAJUATO|2020-05-24|1028.0|85.0|595.0|348.0|80.0|0.0|39.0|41.0|||||2020-06-04
Mexico|CHIAPAS|2020-05-24|1050.0|68.0|543.0|439.0|79.0|1.0|58.0|20.0|||||2020-06-04
Mexico|GUERRERO|2020-05-24|1086.0|163.0|689.0|234.0|66.0|9.0|51.0|6.0|||||2020-06-04
Mexico|NUEVO LEON|2020-05-24|1120.0|62.0|719.0|339.0|31.0|0.0|31.0|0.0|||||2020-06-04
Mexico|JALISCO|2020-05-24|1132.0|102.0|670.0|360.0|37.0|0.0|33.0|4.0|||||2020-06-04
Mexico|CHIHUAHUA|2020-05-24|1170.0|246.0|791.0|133.0|49.0|1.0|31.0|17.0|||||2020-06-04
Mexico|MORELOS|2020-05-24|1171.0|238.0|712.0|221.0|37.0|10.0|26.0|1.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-05-24|1183.0|82.0|834.0|267.0|57.0|2.0|27.0|28.0|||||2020-06-04
Mexico|HIDALGO|2020-05-24|1192.0|212.0|584.0|396.0|56.0|11.0|34.0|11.0|||||2020-06-04
Mexico|SONORA|2020-05-24|1264.0|63.0|879.0|322.0|70.0|7.0|54.0|9.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-05-24|1330.0|115.0|804.0|411.0|81.0|5.0|41.0|35.0|||||2020-06-04
Mexico|YUCATAN|2020-05-24|1419.0|110.0|910.0|399.0|54.0|1.0|38.0|15.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-05-24|1580.0|288.0|1066.0|226.0|50.0|5.0|39.0|6.0|||||2020-06-04
Mexico|PUEBLA|2020-05-24|2015.0|251.0|1212.0|552.0|156.0|7.0|71.0|78.0|||||2020-06-04
Mexico|SINALOA|2020-05-24|2438.0|380.0|1642.0|416.0|110.0|14.0|58.0|38.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-05-24|2689.0|341.0|1746.0|602.0|88.0|10.0|108.0|-30.0|||||2020-06-04
Mexico|TABASCO|2020-05-24|3044.0|387.0|1996.0|661.0|114.0|16.0|87.0|11.0|||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-05-24|4097.0|653.0|2826.0|618.0|153.0|5.0|85.0|63.0|||||2020-06-04
Mexico|MEXICO|2020-05-24|10606.0|842.0|8289.0|1475.0|446.0|33.0|375.0|38.0|||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-05-24|18912.0|1899.0|13112.0|3901.0|1222.0|45.0|771.0|406.0|||||2020-06-04
Mexico|TOTAL|2020-05-24|65856.0|7179.0|44424.0|14253.0|3329.0|190.0|2233.0|906.0|||||2020-06-04
Mexico|COLIMA|2020-05-25|112.0|14.0|50.0|48.0|12.0|0.0|3.0|9.0|||||2020-06-04
Mexico|DURANGO|2020-05-25|233.0|26.0|142.0|65.0|16.0|0.0|3.0|13.0|||||2020-06-04
Mexico|ZACATECAS|2020-05-25|236.0|27.0|159.0|50.0|6.0|0.0|11.0|-5.0|||||2020-06-04
Mexico|NAYARIT|2020-05-25|421.0|42.0|257.0|122.0|17.0|1.0|18.0|-2.0|||||2020-06-04
Mexico|CAMPECHE|2020-05-25|429.0|54.0|262.0|113.0|23.0|0.0|22.0|1.0|||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-05-25|533.0|31.0|426.0|76.0|12.0|0.0|10.0|2.0|||||2020-06-04
Mexico|AGUASCALIENTES|2020-05-25|616.0|26.0|433.0|157.0|2.0|0.0|21.0|-19.0|||||2020-06-04
Mexico|QUERETARO|2020-05-25|688.0|75.0|332.0|281.0|19.0|6.0|34.0|-21.0|||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-05-25|692.0|36.0|422.0|234.0|52.0|10.0|23.0|19.0|||||2020-06-04
Mexico|TLAXCALA|2020-05-25|782.0|122.0|450.0|210.0|33.0|1.0|37.0|-5.0|||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-05-25|824.0|65.0|635.0|124.0|8.0|1.0|18.0|-11.0|||||2020-06-04
Mexico|OAXACA|2020-05-25|1001.0|100.0|495.0|406.0|37.0|7.0|58.0|-28.0|||||2020-06-04
Mexico|GUANAJUATO|2020-05-25|1054.0|88.0|620.0|346.0|26.0|3.0|25.0|-2.0|||||2020-06-04
Mexico|NUEVO LEON|2020-05-25|1149.0|62.0|756.0|331.0|29.0|0.0|37.0|-8.0|||||2020-06-04
Mexico|CHIAPAS|2020-05-25|1164.0|69.0|605.0|490.0|114.0|1.0|62.0|51.0|||||2020-06-04
Mexico|JALISCO|2020-05-25|1180.0|107.0|703.0|370.0|48.0|5.0|33.0|10.0|||||2020-06-04
Mexico|CHIHUAHUA|2020-05-25|1186.0|249.0|823.0|114.0|16.0|3.0|32.0|-19.0|||||2020-06-04
Mexico|GUERRERO|2020-05-25|1205.0|168.0|744.0|293.0|119.0|5.0|55.0|59.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-05-25|1212.0|83.0|867.0|262.0|29.0|1.0|33.0|-5.0|||||2020-06-04
Mexico|MORELOS|2020-05-25|1213.0|236.0|745.0|232.0|42.0|-2.0|33.0|11.0|||||2020-06-04
Mexico|HIDALGO|2020-05-25|1243.0|212.0|638.0|393.0|51.0|0.0|54.0|-3.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-05-25|1368.0|116.0|871.0|381.0|38.0|1.0|67.0|-30.0|||||2020-06-04
Mexico|SONORA|2020-05-25|1440.0|69.0|956.0|415.0|176.0|6.0|77.0|93.0|||||2020-06-04
Mexico|YUCATAN|2020-05-25|1487.0|116.0|963.0|408.0|68.0|6.0|53.0|9.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-05-25|1609.0|291.0|1100.0|218.0|29.0|3.0|34.0|-8.0|||||2020-06-04
Mexico|PUEBLA|2020-05-25|2082.0|257.0|1278.0|547.0|67.0|6.0|66.0|-5.0|||||2020-06-04
Mexico|SINALOA|2020-05-25|2587.0|390.0|1740.0|457.0|149.0|10.0|98.0|41.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-05-25|2769.0|365.0|1857.0|547.0|80.0|24.0|111.0|-55.0|||||2020-06-04
Mexico|TABASCO|2020-05-25|3148.0|393.0|2114.0|641.0|104.0|6.0|118.0|-20.0|||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-05-25|4218.0|696.0|2906.0|616.0|121.0|43.0|80.0|-2.0|||||2020-06-04
Mexico|MEXICO|2020-05-25|11057.0|846.0|8730.0|1481.0|451.0|4.0|441.0|6.0|||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-05-25|19682.0|1963.0|13900.0|3819.0|770.0|64.0|788.0|-82.0|||||2020-06-04
Mexico|TOTAL|2020-05-25|68620.0|7394.0|46979.0|14247.0|2764.0|215.0|2555.0|-6.0|||||2020-06-04
Mexico|COLIMA|2020-05-26|115.0|18.0|52.0|45.0|3.0|4.0|2.0|-3.0|||||2020-06-04
Mexico|ZACATECAS|2020-05-26|243.0|28.0|161.0|54.0|7.0|1.0|2.0|4.0|||||2020-06-04
Mexico|DURANGO|2020-05-26|246.0|26.0|150.0|70.0|13.0|0.0|8.0|5.0|||||2020-06-04
Mexico|NAYARIT|2020-05-26|439.0|42.0|275.0|122.0|18.0|0.0|18.0|0.0|||||2020-06-04
Mexico|CAMPECHE|2020-05-26|443.0|57.0|284.0|102.0|14.0|3.0|22.0|-11.0|||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-05-26|541.0|32.0|430.0|79.0|8.0|1.0|4.0|3.0|||||2020-06-04
Mexico|AGUASCALIENTES|2020-05-26|649.0|26.0|464.0|159.0|33.0|0.0|31.0|2.0|||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-05-26|692.0|40.0|438.0|214.0|0.0|4.0|16.0|-20.0|||||2020-06-04
Mexico|QUERETARO|2020-05-26|710.0|78.0|371.0|261.0|22.0|3.0|39.0|-20.0|||||2020-06-04
Mexico|TLAXCALA|2020-05-26|827.0|134.0|478.0|215.0|45.0|12.0|28.0|5.0|||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-05-26|876.0|68.0|656.0|152.0|52.0|3.0|21.0|28.0|||||2020-06-04
Mexico|OAXACA|2020-05-26|1070.0|106.0|562.0|402.0|69.0|6.0|67.0|-4.0|||||2020-06-04
Mexico|GUANAJUATO|2020-05-26|1127.0|91.0|666.0|370.0|73.0|3.0|46.0|24.0|||||2020-06-04
Mexico|NUEVO LEON|2020-05-26|1168.0|67.0|800.0|301.0|19.0|5.0|44.0|-30.0|||||2020-06-04
Mexico|CHIHUAHUA|2020-05-26|1193.0|255.0|843.0|95.0|7.0|6.0|20.0|-19.0|||||2020-06-04
Mexico|CHIAPAS|2020-05-26|1224.0|72.0|659.0|493.0|60.0|3.0|54.0|3.0|||||2020-06-04
Mexico|MORELOS|2020-05-26|1232.0|239.0|779.0|214.0|19.0|3.0|34.0|-18.0|||||2020-06-04
Mexico|JALISCO|2020-05-26|1238.0|116.0|742.0|380.0|58.0|9.0|39.0|10.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-05-26|1289.0|86.0|905.0|298.0|77.0|3.0|38.0|36.0|||||2020-06-04
Mexico|GUERRERO|2020-05-26|1301.0|174.0|795.0|332.0|96.0|6.0|51.0|39.0|||||2020-06-04
Mexico|HIDALGO|2020-05-26|1319.0|215.0|698.0|406.0|76.0|3.0|60.0|13.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-05-26|1402.0|119.0|935.0|348.0|34.0|3.0|64.0|-33.0|||||2020-06-04
Mexico|SONORA|2020-05-26|1451.0|72.0|1019.0|360.0|11.0|3.0|63.0|-55.0|||||2020-06-04
Mexico|YUCATAN|2020-05-26|1522.0|123.0|1009.0|390.0|35.0|7.0|46.0|-18.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-05-26|1641.0|294.0|1113.0|234.0|32.0|3.0|13.0|16.0|||||2020-06-04
Mexico|PUEBLA|2020-05-26|2165.0|260.0|1373.0|532.0|83.0|3.0|95.0|-15.0|||||2020-06-04
Mexico|SINALOA|2020-05-26|2794.0|406.0|1831.0|557.0|207.0|16.0|91.0|100.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-05-26|2944.0|372.0|1972.0|600.0|175.0|7.0|115.0|53.0|||||2020-06-04
Mexico|TABASCO|2020-05-26|3236.0|416.0|2214.0|606.0|88.0|23.0|100.0|-35.0|||||2020-06-04
